entidad_federativa,CVE_MUN,municipio,sexo,EcAc_total,EcAc_ocupada,EcAc_desocupada,No_EcAc
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Hombres,982,926,56,118
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Hombres,605,572,33,295
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Hombres,358,325,33,324
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Hombres,237,218,19,312
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Hombres,183,164,19,266
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Hombres,85,77,8,185
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Hombres,51,46,5,118
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Hombres,24,22,2,107
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,4757,4603,154,13619
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,16,15,1,1417
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,221,207,14,1891
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,567,522,45,1415
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,680,643,37,1117
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,699,680,19,1084
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,702,689,13,1094
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,613,604,9,979
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,454,448,6,917
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,362,357,5,813
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,195,195,0,704
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,113,111,2,645
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,65,62,3,536
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,48,48,0,432
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,17,17,0,283
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,5,5,0,152
30 Veracruz de Ignacio de la Llave,204,204 Agua Dulce,Mujeres,0,0,0,140
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,37562,36046,1516,42829
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,359,345,14,6134
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,2975,2767,208,8527
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,4366,4104,262,3702
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,3919,3749,170,2640
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,3905,3780,125,2565
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,4211,4059,152,2925
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,4111,3961,150,2768
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,3560,3427,133,2362
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,2961,2879,82,2217
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,2255,2178,77,1939
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,1791,1733,58,1787
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,1325,1283,42,1567
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,961,932,29,1491
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,488,479,9,950
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,226,224,2,600
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,149,146,3,655
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,29772,28436,1336,9617
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,273,261,12,3007
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,2331,2154,177,3475
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,3320,3119,201,743
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,2945,2804,141,141
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,2972,2866,106,90
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,3273,3138,135,102
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,3156,3013,143,120
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,2808,2682,126,97
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,2374,2292,82,157
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,1871,1796,75,183
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,1552,1496,56,220
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,1203,1163,40,267
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,879,850,29,329
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,463,455,8,259
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,210,208,2,188
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,142,139,3,239
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,7790,7610,180,33212
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,86,84,2,3127
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,644,613,31,5052
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,1046,985,61,2959
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,974,945,29,2499
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,933,914,19,2475
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,938,921,17,2823
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,955,948,7,2648
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,752,745,7,2265
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,587,587,0,2060
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,384,382,2,1756
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,239,237,2,1567
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,122,120,2,1300
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,82,82,0,1162
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,25,24,1,691
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,16,16,0,412
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,7,7,0,416
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,2891,2826,65,3798
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,46,46,0,721
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,369,360,9,784
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,384,375,9,355
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,356,345,11,289
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,317,311,6,266
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,283,278,5,225
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,230,222,8,221
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,207,203,4,179
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,172,167,5,128
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,156,155,1,117
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,128,124,4,139
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,89,88,1,98
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,78,76,2,99
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,46,46,0,73
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,20,20,0,48
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Total,10,10,0,56
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,2394,2329,65,878
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,38,38,0,335
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,304,295,9,276
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,313,304,9,43
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,291,280,11,21
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,253,247,6,17
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,242,237,5,17
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,187,179,8,14
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,176,172,4,13
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,142,137,5,15
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,129,128,1,11
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,111,107,4,9
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,73,72,1,14
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,63,61,2,30
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,44,44,0,19
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,19,19,0,22
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Hombres,9,9,0,22
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,497,497,0,2920
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,8,8,0,386
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,65,65,0,508
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,71,71,0,312
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,65,65,0,268
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,64,64,0,249
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,41,41,0,208
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,43,43,0,207
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,31,31,0,166
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,30,30,0,113
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,27,27,0,106
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,17,17,0,130
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,16,16,0,84
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,15,15,0,69
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,2,2,0,54
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,1,1,0,26
30 Veracruz de Ignacio de la Llave,8,008 Alpatláhuac,Mujeres,1,1,0,34
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,10345,9978,367,11929
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,102,100,2,1478
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,791,761,30,1713
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,1181,1131,50,873
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,988,956,32,821
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,1089,1053,36,852
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,1174,1132,42,967
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,1022,982,40,793
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,959,930,29,761
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,829,798,31,723
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,668,650,18,605
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,504,482,22,537
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,424,413,11,439
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,309,299,10,542
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,162,158,4,327
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,84,79,5,238
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Total,59,54,5,260
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,8796,8453,343,2332
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,80,78,2,722
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,631,605,26,646
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,885,843,42,123
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,796,769,27,51
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,923,888,35,33
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,980,940,40,38
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,889,851,38,46
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,813,785,28,34
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,751,721,30,44
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,601,583,18,65
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,467,445,22,50
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,393,382,11,69
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,297,287,10,143
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,156,152,4,83
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,78,73,5,78
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Hombres,56,51,5,107
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,1549,1525,24,9597
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,22,22,0,756
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,160,156,4,1067
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,296,288,8,750
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,192,187,5,770
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,166,165,1,819
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,194,192,2,929
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,133,131,2,747
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,146,145,1,727
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,78,77,1,679
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,67,67,0,540
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,37,37,0,487
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,31,31,0,370
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,12,12,0,399
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,6,6,0,244
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,6,6,0,160
30 Veracruz de Ignacio de la Llave,9,009 Alto Lucero de Gutiérrez Barrios,Mujeres,3,3,0,153
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,20872,20594,278,21299
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,389,375,14,4003
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,2628,2594,34,4077
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,2827,2770,57,2085
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,2683,2648,35,1682
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,2624,2592,32,1639
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,2127,2105,22,1351
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,1895,1878,17,1113
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,1484,1468,16,915
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,1221,1203,18,859
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,950,942,8,775
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,691,680,11,704
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,506,496,10,596
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,372,370,2,561
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,253,251,2,372
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,134,134,0,267
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Total,88,88,0,300
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,15750,15507,243,4167
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,324,312,12,1875
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,1968,1939,29,1416
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,2045,1999,46,233
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,1962,1934,28,47
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,1910,1882,28,48
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,1568,1548,20,28
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,1385,1370,15,35
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,1102,1086,16,23
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,950,933,17,34
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,763,755,8,34
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,575,565,10,69
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,436,426,10,61
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,331,329,2,71
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,225,223,2,65
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,125,125,0,51
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Hombres,81,81,0,77
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,5122,5087,35,17132
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,65,63,2,2128
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,660,655,5,2661
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,782,771,11,1852
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,721,714,7,1635
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,714,710,4,1591
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,559,557,2,1323
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,510,508,2,1078
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,382,382,0,892
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,271,270,1,825
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,187,187,0,741
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,116,115,1,635
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,70,70,0,535
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,41,41,0,490
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,28,28,0,307
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,9,9,0,216
30 Veracruz de Ignacio de la Llave,10,010 Altotonga,Mujeres,7,7,0,223
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,20631,20140,491,20415
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,79,68,11,2553
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,1034,968,66,3860
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,2010,1899,111,2061
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,2257,2170,87,1181
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,2357,2302,55,1151
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,2588,2553,35,1172
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,2601,2564,37,1230
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,2160,2140,20,969
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,1830,1804,26,989
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,1422,1402,20,935
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,957,949,8,1099
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,568,559,9,893
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,407,404,3,864
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,219,217,2,604
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,100,99,1,449
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Total,42,42,0,405
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Hombres,14628,14248,380,5394
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Hombres,69,60,9,1283
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Hombres,814,756,58,1812
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Hombres,1427,1348,79,539
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Hombres,1541,1484,57,115
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Hombres,1533,1498,35,54
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Hombres,1716,1690,26,40
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Hombres,1804,1772,32,56
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Hombres,1467,1447,20,76
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Hombres,1324,1301,23,93
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Hombres,1063,1044,19,115
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Hombres,731,724,7,255
30 Veracruz de Ignacio de la Llave,11,011 Alvarado,Hombres,460,451,9,246
