nombre_entidad,CVE_ENT,nombre_municipio,CVE_MUN,sexo,grupo_edad,poblacion_total,total_limitacion,caminar_moverse,ver,escuchar,hablar,atender_cuidadop,poner_atencion,mental,sin_limitacion,no_especifica
09 Distrito Federal,09,009 Milpa Alta,009,Total,85 años y más,669,284,215,78,87,21,26,19,7,380,5
09 Distrito Federal,09,009 Milpa Alta,009,Total,No especificado,741,3,1,1,0,0,0,0,1,44,694
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,Total,64192,2998,1295,1004,418,285,103,121,290,60514,680
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,00-04 años,6188,63,22,7,2,14,4,4,12,6059,66
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,05-09 años,6609,179,30,36,19,57,11,20,32,6388,42
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,10-14 años,6316,190,40,71,10,37,7,22,41,6084,42
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,15-19 años,6724,159,28,58,20,23,6,17,36,6533,32
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,20-24 años,5747,157,37,62,13,16,3,9,31,5558,32
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,25-29 años,5110,136,46,43,10,14,5,7,28,4961,13
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,30-34 años,4860,153,55,62,8,13,4,5,22,4695,12
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,35-39 años,4923,172,61,72,15,14,4,3,18,4736,15
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,40-44 años,4201,180,84,59,12,12,7,4,13,4010,11
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,45-49 años,3524,188,78,82,14,12,6,3,14,3318,18
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,50-54 años,2990,214,103,78,27,11,0,1,5,2762,14
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,55-59 años,2089,213,99,81,28,14,7,2,7,1868,8
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,60-64 años,1466,214,117,80,38,10,7,9,7,1245,7
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,65-69 años,1056,195,114,56,38,11,6,0,8,851,10
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,70-74 años,839,182,110,55,42,8,7,3,5,653,4
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,75-79 años,554,153,100,34,36,7,5,2,5,398,3
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,80-84 años,342,131,86,36,39,5,4,3,3,209,2
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,85 años y más,289,118,85,32,47,7,10,7,2,169,2
09 Distrito Federal,09,009 Milpa Alta,009,Hombres,No especificado,365,1,0,0,0,0,0,0,1,17,347
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,Total,66390,2832,1383,1023,331,179,102,111,233,62849,709
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,00-04 años,5867,47,18,5,2,12,0,4,12,5748,72
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,05-09 años,6172,118,23,33,9,25,5,20,29,6016,38
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,10-14 años,6093,140,32,57,16,16,1,7,21,5910,43
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,15-19 años,6506,137,24,64,9,13,2,11,26,6341,28
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,20-24 años,6040,126,25,59,5,13,8,6,22,5893,21
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,25-29 años,5482,110,31,44,8,7,4,6,17,5351,21
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,30-34 años,5425,121,29,59,10,4,5,4,19,5273,31
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,35-39 años,5424,157,57,62,12,15,6,5,17,5243,24
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,40-44 años,4720,149,57,63,14,10,4,2,10,4549,22
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,45-49 años,3770,155,78,51,20,4,5,6,11,3599,16
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,50-54 años,3185,231,117,95,24,10,5,3,8,2946,8
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,55-59 años,2160,215,126,84,16,6,4,3,6,1940,5
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,60-64 años,1591,221,120,88,31,8,6,5,7,1363,7
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,65-69 años,1166,215,142,79,29,6,10,3,6,947,4
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,70-74 años,956,204,144,47,27,8,8,3,8,746,6
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,75-79 años,641,172,133,46,28,2,7,4,2,463,6
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,80-84 años,436,146,96,40,31,6,6,7,7,283,7
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,85 años y más,380,166,130,46,40,14,16,12,5,211,3
09 Distrito Federal,09,009 Milpa Alta,009,Mujeres,No especificado,376,2,1,1,0,0,0,0,0,27,347
09 Distrito Federal,09,011 Tláhuac,011,Total,Total,360265,15474,7835,4793,1632,1261,706,704,1627,340340,4451
09 Distrito Federal,09,011 Tláhuac,011,Total,00-04 años,30740,298,131,32,14,101,17,21,60,30061,381
09 Distrito Federal,09,011 Tláhuac,011,Total,05-09 años,33043,706,158,160,30,231,42,90,163,32159,178
09 Distrito Federal,09,011 Tláhuac,011,Total,10-14 años,32860,868,205,257,72,154,46,137,202,31864,128
09 Distrito Federal,09,011 Tláhuac,011,Total,15-19 años,34354,726,164,263,56,97,28,91,180,33524,104
09 Distrito Federal,09,011 Tláhuac,011,Total,20-24 años,32160,632,165,216,51,72,23,55,155,31401,127
09 Distrito Federal,09,011 Tláhuac,011,Total,25-29 años,28904,596,180,213,47,63,26,30,128,28223,85
09 Distrito Federal,09,011 Tláhuac,011,Total,30-34 años,28264,701,253,235,47,62,23,31,144,27468,95
09 Distrito Federal,09,011 Tláhuac,011,Total,35-39 años,30253,861,378,270,69,74,29,37,129,29285,107
09 Distrito Federal,09,011 Tláhuac,011,Total,40-44 años,26500,962,465,298,94,48,23,26,98,25473,65
09 Distrito Federal,09,011 Tláhuac,011,Total,45-49 años,22275,1018,516,340,79,47,36,23,92,21194,63
09 Distrito Federal,09,011 Tláhuac,011,Total,50-54 años,18014,1276,700,451,115,62,40,18,69,16678,60
09 Distrito Federal,09,011 Tláhuac,011,Total,55-59 años,12931,1276,734,482,110,47,38,23,48,11611,44
09 Distrito Federal,09,011 Tláhuac,011,Total,60-64 años,9390,1228,768,391,122,41,50,17,35,8127,35
09 Distrito Federal,09,011 Tláhuac,011,Total,65-69 años,6277,1156,771,355,116,34,46,13,29,5095,26
09 Distrito Federal,09,011 Tláhuac,011,Total,70-74 años,4876,1082,754,287,157,43,45,12,27,3775,19
09 Distrito Federal,09,011 Tláhuac,011,Total,75-79 años,3033,818,579,209,156,22,44,27,15,2204,11
09 Distrito Federal,09,011 Tláhuac,011,Total,80-84 años,1879,628,455,159,129,27,57,16,16,1241,10
09 Distrito Federal,09,011 Tláhuac,011,Total,85 años y más,1500,638,456,173,168,35,93,36,37,858,4
09 Distrito Federal,09,011 Tláhuac,011,Total,No especificado,3012,4,3,2,0,1,0,1,0,99,2909
09 Distrito Federal,09,011 Tláhuac,011,Hombres,Total,175210,7587,3511,2276,885,741,323,374,908,165413,2210
09 Distrito Federal,09,011 Tláhuac,011,Hombres,00-04 años,15703,157,65,16,7,60,8,11,27,15362,184
09 Distrito Federal,09,011 Tláhuac,011,Hombres,05-09 años,16933,390,73,82,17,139,18,52,98,16466,77
09 Distrito Federal,09,011 Tláhuac,011,Hombres,10-14 años,16820,488,114,126,39,103,28,86,116,16261,71
09 Distrito Federal,09,011 Tláhuac,011,Hombres,15-19 años,17436,426,94,135,37,69,20,62,111,16955,55
09 Distrito Federal,09,011 Tláhuac,011,Hombres,20-24 años,15789,345,99,109,26,42,15,38,79,15374,70
09 Distrito Federal,09,011 Tláhuac,011,Hombres,25-29 años,13744,323,93,110,27,35,13,17,75,13370,51
09 Distrito Federal,09,011 Tláhuac,011,Hombres,30-34 años,13431,384,152,117,26,32,13,18,81,13004,43
09 Distrito Federal,09,011 Tláhuac,011,Hombres,35-39 años,14131,470,218,133,35,43,13,12,72,13618,43
09 Distrito Federal,09,011 Tláhuac,011,Hombres,40-44 años,12535,526,244,163,55,33,12,16,62,11978,31
09 Distrito Federal,09,011 Tláhuac,011,Hombres,45-49 años,10504,506,237,155,49,25,20,9,55,9967,31
09 Distrito Federal,09,011 Tláhuac,011,Hombres,50-54 años,8470,605,315,220,59,32,17,9,38,7835,30
09 Distrito Federal,09,011 Tláhuac,011,Hombres,55-59 años,6152,600,313,240,63,27,13,6,28,5527,25
09 Distrito Federal,09,011 Tláhuac,011,Hombres,60-64 años,4478,568,326,190,63,22,27,9,13,3900,10
09 Distrito Federal,09,011 Tláhuac,011,Hombres,65-69 años,2865,510,313,155,72,21,21,5,19,2341,14
09 Distrito Federal,09,011 Tláhuac,011,Hombres,70-74 años,2167,487,325,133,85,24,17,6,14,1672,8
09 Distrito Federal,09,011 Tláhuac,011,Hombres,75-79 años,1226,312,207,73,77,7,15,6,5,908,6
09 Distrito Federal,09,011 Tláhuac,011,Hombres,80-84 años,782,264,180,54,71,14,24,4,4,513,5
09 Distrito Federal,09,011 Tláhuac,011,Hombres,85 años y más,543,225,142,65,77,13,29,8,11,316,2
09 Distrito Federal,09,011 Tláhuac,011,Hombres,No especificado,1501,1,1,0,0,0,0,0,0,46,1454
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,Total,185055,7887,4324,2517,747,520,383,330,719,174927,2241
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,00-04 años,15037,141,66,16,7,41,9,10,33,14699,197
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,05-09 años,16110,316,85,78,13,92,24,38,65,15693,101
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,10-14 años,16040,380,91,131,33,51,18,51,86,15603,57
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,15-19 años,16918,300,70,128,19,28,8,29,69,16569,49
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,20-24 años,16371,287,66,107,25,30,8,17,76,16027,57
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,25-29 años,15160,273,87,103,20,28,13,13,53,14853,34
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,30-34 años,14833,317,101,118,21,30,10,13,63,14464,52
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,35-39 años,16122,391,160,137,34,31,16,25,57,15667,64
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,40-44 años,13965,436,221,135,39,15,11,10,36,13495,34
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,45-49 años,11771,512,279,185,30,22,16,14,37,11227,32
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,50-54 años,9544,671,385,231,56,30,23,9,31,8843,30
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,55-59 años,6779,676,421,242,47,20,25,17,20,6084,19
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,60-64 años,4912,660,442,201,59,19,23,8,22,4227,25
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,65-69 años,3412,646,458,200,44,13,25,8,10,2754,12
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,70-74 años,2709,595,429,154,72,19,28,6,13,2103,11
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,75-79 años,1807,506,372,136,79,15,29,21,10,1296,5
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,80-84 años,1097,364,275,105,58,13,33,12,12,728,5
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,85 años y más,957,413,314,108,91,22,64,28,26,542,2
09 Distrito Federal,09,011 Tláhuac,011,Mujeres,No especificado,1511,3,2,2,0,1,0,1,0,53,1455
09 Distrito Federal,09,012 Tlalpan,012,Total,Total,650567,25862,14740,6795,2891,1990,1603,1443,2921,602564,22141
09 Distrito Federal,09,012 Tlalpan,012,Total,00-04 años,46385,420,174,35,32,121,35,28,104,45326,639
09 Distrito Federal,09,012 Tlalpan,012,Total,05-09 años,50233,918,235,165,56,280,72,165,207,48886,429
09 Distrito Federal,09,012 Tlalpan,012,Total,10-14 años,50431,1030,275,283,75,177,58,198,238,48996,405
09 Distrito Federal,09,012 Tlalpan,012,Total,15-19 años,54968,1040,304,299,78,152,67,177,294,53233,695
09 Distrito Federal,09,012 Tlalpan,012,Total,20-24 años,57232,953,278,299,65,129,47,98,267,55810,469
09 Distrito Federal,09,012 Tlalpan,012,Total,25-29 años,53522,930,326,285,67,110,55,72,241,52207,385
09 Distrito Federal,09,012 Tlalpan,012,Total,30-34 años,51239,1065,430,284,75,97,56,67,238,49767,407
09 Distrito Federal,09,012 Tlalpan,012,Total,35-39 años,52548,1220,566,337,82,100,51,59,222,50932,396
09 Distrito Federal,09,012 Tlalpan,012,Total,40-44 años,44960,1332,622,344,130,107,64,59,231,43341,287
09 Distrito Federal,09,012 Tlalpan,012,Total,45-49 años,39932,1557,868,427,128,90,58,42,166,38123,252
09 Distrito Federal,09,012 Tlalpan,012,Total,50-54 años,37133,2004,1195,602,174,79,67,40,140,34897,232
09 Distrito Federal,09,012 Tlalpan,012,Total,55-59 años,28876,2059,1304,658,167,62,89,44,100,26649,168
09 Distrito Federal,09,012 Tlalpan,012,Total,60-64 años,22789,2282,1544,637,230,80,96,44,85,20351,156
09 Distrito Federal,09,012 Tlalpan,012,Total,65-69 años,15741,2052,1435,549,218,81,90,38,66,13579,110
09 Distrito Federal,09,012 Tlalpan,012,Total,70-74 años,11353,1970,1419,461,287,69,117,53,68,9284,99
09 Distrito Federal,09,012 Tlalpan,012,Total,75-79 años,7239,1731,1293,367,278,63,134,54,77,5432,76
09 Distrito Federal,09,012 Tlalpan,012,Total,80-84 años,4831,1515,1125,328,310,81,148,82,76,3229,87
09 Distrito Federal,09,012 Tlalpan,012,Total,85 años y más,4155,1772,1338,433,438,111,298,123,99,2231,152
09 Distrito Federal,09,012 Tlalpan,012,Total,No especificado,17000,12,9,2,1,1,1,0,2,291,16697
09 Distrito Federal,09,012 Tlalpan,012,Hombres,Total,312139,11946,6094,3172,1424,1120,689,795,1557,289223,10970
09 Distrito Federal,09,012 Tlalpan,012,Hombres,00-04 años,23693,248,88,19,19,81,20,20,66,23117,328
09 Distrito Federal,09,012 Tlalpan,012,Hombres,05-09 años,25480,553,127,84,33,181,41,111,124,24712,215
09 Distrito Federal,09,012 Tlalpan,012,Hombres,10-14 años,25811,633,160,163,35,112,39,143,155,24970,208
09 Distrito Federal,09,012 Tlalpan,012,Hombres,15-19 años,27633,595,177,166,41,81,46,118,174,26561,477
09 Distrito Federal,09,012 Tlalpan,012,Hombres,20-24 años,28268,540,166,159,38,84,35,69,151,27482,246
09 Distrito Federal,09,012 Tlalpan,012,Hombres,25-29 años,25707,513,178,147,45,69,33,46,135,25005,189
09 Distrito Federal,09,012 Tlalpan,012,Hombres,30-34 años,24246,575,229,151,38,64,33,41,135,23505,166
09 Distrito Federal,09,012 Tlalpan,012,Hombres,35-39 años,24619,642,285,176,46,64,26,31,123,23802,175
09 Distrito Federal,09,012 Tlalpan,012,Hombres,40-44 años,20900,662,296,174,70,47,31,32,125,20114,124
09 Distrito Federal,09,012 Tlalpan,012,Hombres,45-49 años,18222,736,382,214,63,55,28,30,95,17398,88
09 Distrito Federal,09,012 Tlalpan,012,Hombres,50-54 años,16870,883,474,289,93,36,32,20,59,15888,99
09 Distrito Federal,09,012 Tlalpan,012,Hombres,55-59 años,13300,926,534,315,90,30,37,19,41,12310,64
09 Distrito Federal,09,012 Tlalpan,012,Hombres,60-64 años,10444,1000,633,291,139,44,35,17,43,9391,53
09 Distrito Federal,09,012 Tlalpan,012,Hombres,65-69 años,7107,861,559,235,122,41,37,15,30,6191,55
09 Distrito Federal,09,012 Tlalpan,012,Hombres,70-74 años,5031,835,565,199,141,43,59,21,35,4156,40
09 Distrito Federal,09,012 Tlalpan,012,Hombres,75-79 años,3131,710,505,145,133,29,54,19,30,2396,25
09 Distrito Federal,09,012 Tlalpan,012,Hombres,80-84 años,1824,518,372,114,127,28,45,21,19,1275,31
09 Distrito Federal,09,012 Tlalpan,012,Hombres,85 años y más,1356,512,361,129,150,30,58,22,17,802,42
09 Distrito Federal,09,012 Tlalpan,012,Hombres,No especificado,8497,4,3,2,1,1,0,0,0,148,8345
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,Total,338428,13916,8646,3623,1467,870,914,648,1364,313341,11171
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,00-04 años,22692,172,86,16,13,40,15,8,38,22209,311
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,05-09 años,24753,365,108,81,23,99,31,54,83,24174,214
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,10-14 años,24620,397,115,120,40,65,19,55,83,24026,197
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,15-19 años,27335,445,127,133,37,71,21,59,120,26672,218
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,20-24 años,28964,413,112,140,27,45,12,29,116,28328,223
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,25-29 años,27815,417,148,138,22,41,22,26,106,27202,196
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,30-34 años,26993,490,201,133,37,33,23,26,103,26262,241
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,35-39 años,27929,578,281,161,36,36,25,28,99,27130,221
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,40-44 años,24060,670,326,170,60,60,33,27,106,23227,163
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,45-49 años,21710,821,486,213,65,35,30,12,71,20725,164
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,50-54 años,20263,1121,721,313,81,43,35,20,81,19009,133
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,55-59 años,15576,1133,770,343,77,32,52,25,59,14339,104
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,60-64 años,12345,1282,911,346,91,36,61,27,42,10960,103
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,65-69 años,8634,1191,876,314,96,40,53,23,36,7388,55
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,70-74 años,6322,1135,854,262,146,26,58,32,33,5128,59
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,75-79 años,4108,1021,788,222,145,34,80,35,47,3036,51
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,80-84 años,3007,997,753,214,183,53,103,61,57,1954,56
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,85 años y más,2799,1260,977,304,288,81,240,101,82,1429,110
09 Distrito Federal,09,012 Tlalpan,012,Mujeres,No especificado,8503,8,6,0,0,0,1,0,2,143,8352
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,Total,430978,19385,11343,4958,2524,1278,1083,773,2057,395170,16423
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,00-04 años,27649,199,76,12,14,57,20,16,67,26999,451
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,05-09 años,29664,484,123,77,51,156,33,74,119,28914,266
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,10-14 años,30471,493,110,145,42,78,25,67,144,29750,228
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,15-19 años,34187,534,131,168,41,60,25,57,165,33436,217
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,20-24 años,35120,538,151,166,53,58,20,40,152,34365,217
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,25-29 años,33227,531,161,151,47,56,21,29,151,32470,226
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,30-34 años,31706,584,220,133,46,48,28,38,171,30913,209
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,35-39 años,33374,766,319,168,78,83,33,44,176,32399,209
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,40-44 años,30533,856,387,217,76,57,37,32,156,29508,169
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,45-49 años,27925,1031,502,311,82,50,30,32,145,26733,161
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,50-54 años,26328,1322,684,406,128,73,52,29,147,24876,130
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,55-59 años,20094,1434,874,365,124,54,58,43,105,18537,123
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,60-64 años,16424,1602,1050,431,175,65,58,26,51,14738,84
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,65-69 años,12133,1658,1133,424,185,51,50,20,64,10404,71
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,70-74 años,10604,1869,1315,464,275,68,83,31,48,8689,46
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,75-79 años,7877,1848,1352,410,307,75,132,47,63,5985,44
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,80-84 años,5442,1690,1249,381,322,68,135,50,62,3725,27
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,85 años y más,4596,1943,1503,529,478,121,243,98,71,2635,18
09 Distrito Federal,09,017 Venustiano Carranza,017,Total,No especificado,13624,3,3,0,0,0,0,0,0,94,13527
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,Total,203651,8460,4364,2215,1176,638,422,380,1109,187058,8133
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,00-04 años,14095,102,35,7,7,27,10,10,36,13762,231
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,05-09 años,14976,278,66,37,26,93,16,47,66,14561,137
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,10-14 años,15347,293,66,79,26,48,13,44,88,14942,112
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,15-19 años,17387,295,70,82,20,33,10,33,94,16989,103
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,20-24 años,17342,301,93,81,29,39,10,22,89,16939,102
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,25-29 años,16107,309,93,81,29,37,10,17,85,15691,107
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,30-34 años,14932,322,124,72,22,24,12,13,98,14511,99
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,35-39 años,15541,406,173,78,40,46,19,27,96,15041,94
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,40-44 años,14251,442,192,118,34,32,22,19,86,13731,78
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,45-49 años,12730,508,225,153,47,25,17,17,83,12147,75
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,50-54 años,11944,594,274,195,60,32,22,15,79,11297,53
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,55-59 años,9073,617,355,163,69,25,21,16,56,8392,64
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,60-64 años,7035,696,423,191,92,28,29,9,33,6303,36
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,65-69 años,5033,671,399,203,106,27,23,7,30,4330,32
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,70-74 años,4181,714,438,212,126,33,36,11,26,3446,21
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,75-79 años,3176,691,469,168,139,31,49,23,27,2470,15
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,80-84 años,2065,579,397,126,136,23,38,22,17,1478,8
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,85 años y más,1616,641,471,169,168,35,65,28,20,972,3
09 Distrito Federal,09,017 Venustiano Carranza,017,Hombres,No especificado,6820,1,1,0,0,0,0,0,0,56,6763
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,Total,227327,10925,6979,2743,1348,640,661,393,948,208112,8290
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,00-04 años,13554,97,41,5,7,30,10,6,31,13237,220
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,05-09 años,14688,206,57,40,25,63,17,27,53,14353,129
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,10-14 años,15124,200,44,66,16,30,12,23,56,14808,116
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,15-19 años,16800,239,61,86,21,27,15,24,71,16447,114
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,20-24 años,17778,237,58,85,24,19,10,18,63,17426,115
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,25-29 años,17120,222,68,70,18,19,11,12,66,16779,119
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,30-34 años,16774,262,96,61,24,24,16,25,73,16402,110
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,35-39 años,17833,360,146,90,38,37,14,17,80,17358,115
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,40-44 años,16282,414,195,99,42,25,15,13,70,15777,91
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,45-49 años,15195,523,277,158,35,25,13,15,62,14586,86
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,50-54 años,14384,728,410,211,68,41,30,14,68,13579,77
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,55-59 años,11021,817,519,202,55,29,37,27,49,10145,59
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,60-64 años,9389,906,627,240,83,37,29,17,18,8435,48
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,65-69 años,7100,987,734,221,79,24,27,13,34,6074,39
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,70-74 años,6423,1155,877,252,149,35,47,20,22,5243,25
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,75-79 años,4701,1157,883,242,168,44,83,24,36,3515,29
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,80-84 años,3377,1111,852,255,186,45,97,28,45,2247,19
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,85 años y más,2980,1302,1032,360,310,86,178,70,51,1663,15
09 Distrito Federal,09,017 Venustiano Carranza,017,Mujeres,No especificado,6804,2,2,0,0,0,0,0,0,38,6764
09 Distrito Federal,09,013 Xochimilco,013,Total,Total,415007,16668,8601,4895,1855,1365,778,789,1721,383517,14822
09 Distrito Federal,09,013 Xochimilco,013,Total,00-04 años,32039,337,142,33,21,95,24,21,75,31297,405
09 Distrito Federal,09,013 Xochimilco,013,Total,05-09 años,34571,666,140,115,42,212,37,126,134,33630,275
09 Distrito Federal,09,013 Xochimilco,013,Total,10-14 años,34315,739,155,201,68,138,35,125,166,33353,223
09 Distrito Federal,09,013 Xochimilco,013,Total,15-19 años,37069,751,168,244,47,112,28,92,166,36004,314
09 Distrito Federal,09,013 Xochimilco,013,Total,20-24 años,38240,741,176,259,65,106,36,66,187,36209,1290
09 Distrito Federal,09,013 Xochimilco,013,Total,25-29 años,35349,664,180,237,57,76,29,39,150,32859,1826
09 Distrito Federal,09,013 Xochimilco,013,Total,30-34 años,34084,636,201,195,54,75,23,36,152,31670,1778
09 Distrito Federal,09,013 Xochimilco,013,Total,35-39 años,33399,760,299,224,68,50,31,34,135,31240,1399
09 Distrito Federal,09,013 Xochimilco,013,Total,40-44 años,29665,915,454,286,69,49,23,19,97,27831,919
09 Distrito Federal,09,013 Xochimilco,013,Total,45-49 años,25182,1022,483,373,85,57,28,30,87,23554,606
09 Distrito Federal,09,013 Xochimilco,013,Total,50-54 años,22141,1371,692,514,113,56,32,23,88,20465,305
09 Distrito Federal,09,013 Xochimilco,013,Total,55-59 años,16476,1303,771,446,114,52,44,25,64,14977,196
09 Distrito Federal,09,013 Xochimilco,013,Total,60-64 años,12798,1346,871,403,151,47,27,20,45,11310,142
