nombre_entidad,CVE_ENT,nombre_municipio,CVE_MUN,sexo,grupo_edad,poblacion_total,total_limitacion,caminar_moverse,ver,escuchar,hablar,atender_cuidadop,poner_atencion,mental,sin_limitacion,no_especifica
09 Distrito Federal,09,003 Coyoacán,003,Mujeres,25-29 años,25719,412,101,163,32,50,15,29,100,25150,157
09 Distrito Federal,09,003 Coyoacán,003,Mujeres,30-34 años,25140,430,140,154,23,26,15,26,103,24564,146
09 Distrito Federal,09,003 Coyoacán,003,Mujeres,35-39 años,26428,585,231,195,42,42,28,38,114,25687,156
09 Distrito Federal,09,003 Coyoacán,003,Mujeres,40-44 años,23227,646,296,185,59,51,19,26,113,22441,140
09 Distrito Federal,09,003 Coyoacán,003,Mujeres,45-49 años,21362,760,386,250,67,39,28,24,82,20483,119
09 Distrito Federal,09,003 Coyoacán,003,Mujeres,50-54 años,21696,1059,591,356,67,40,31,21,82,20509,128
09 Distrito Federal,09,003 Coyoacán,003,Mujeres,55-59 años,18619,1251,735,439,95,44,45,25,58,17278,90
09 Distrito Federal,09,003 Coyoacán,003,Mujeres,60-64 años,15581,1427,952,438,111,25,44,17,56,14054,100
09 Distrito Federal,09,003 Coyoacán,003,Mujeres,65-69 años,11175,1439,1033,407,112,56,63,35,47,9667,69
09 Distrito Federal,09,003 Coyoacán,003,Mujeres,70-74 años,8624,1434,1065,375,122,48,73,31,42,7131,59
09 Distrito Federal,09,003 Coyoacán,003,Mujeres,75-79 años,6142,1360,1019,317,186,47,78,40,43,4746,36
09 Distrito Federal,09,003 Coyoacán,003,Mujeres,80-84 años,4552,1403,1042,337,227,61,103,38,70,3109,40
09 Distrito Federal,09,003 Coyoacán,003,Mujeres,85 años y más,4051,1764,1336,442,382,101,280,99,112,2263,24
09 Distrito Federal,09,003 Coyoacán,003,Mujeres,No especificado,11427,112,6,1,1,0,1,0,104,113,11202
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,Total,186391,6010,2948,1956,584,490,268,289,587,174143,6238
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,00-04 años,15411,92,42,4,8,23,6,1,19,15063,256
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,05-09 años,16044,283,64,82,16,78,18,33,51,15597,164
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,10-14 años,15480,300,65,110,18,45,18,56,64,15035,145
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,15-19 años,16757,273,63,95,14,38,8,29,65,16343,141
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,20-24 años,17074,293,74,122,26,36,13,25,56,16614,167
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,25-29 años,15186,252,81,96,13,31,15,22,52,14776,158
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,30-34 años,14931,290,89,116,28,34,13,17,44,14482,159
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,35-39 años,15963,340,119,135,22,32,5,14,47,15468,155
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,40-44 años,13686,389,186,126,28,23,11,13,35,13153,144
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,45-49 años,11406,392,198,123,30,26,15,11,38,10921,93
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,50-54 años,9298,434,230,161,30,16,14,8,29,8783,81
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,55-59 años,6485,424,245,149,30,9,11,3,17,6003,58
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,60-64 años,4754,432,243,152,42,17,15,7,13,4278,44
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,65-69 años,3392,426,261,138,41,16,19,7,11,2939,27
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,70-74 años,2645,478,330,122,56,8,9,9,15,2141,26
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,75-79 años,1673,367,268,80,62,17,20,11,9,1295,11
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,80-84 años,1008,273,194,72,55,22,23,9,10,725,10
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,85 años y más,740,269,194,72,64,19,35,14,11,467,4
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Total,No especificado,4458,3,2,1,1,0,0,0,1,60,4395
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,Total,88642,2953,1336,910,299,302,136,159,350,82663,3026
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,00-04 años,7759,55,21,2,7,15,4,1,14,7584,120
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,05-09 años,8105,170,34,44,8,55,8,20,27,7846,89
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,10-14 años,7909,164,33,57,11,26,9,33,39,7679,66
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,15-19 años,8098,149,33,45,7,21,6,17,43,7885,64
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,20-24 años,7836,133,38,45,12,20,8,14,34,7635,68
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,25-29 años,6868,137,41,44,7,19,8,11,35,6667,64
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,30-34 años,6794,175,56,68,15,26,12,13,27,6552,67
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,35-39 años,7479,180,71,59,9,17,3,7,32,7232,67
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,40-44 años,6355,205,90,69,12,20,5,7,22,6077,73
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,45-49 años,5390,200,96,60,24,14,10,5,17,5150,40
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,50-54 años,4346,221,108,90,14,11,7,5,16,4092,33
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,55-59 años,3126,207,119,75,14,5,7,1,9,2894,25
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,60-64 años,2197,191,105,67,24,6,9,5,8,1987,19
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,65-69 años,1571,184,105,55,23,11,5,5,7,1377,10
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,70-74 años,1156,216,139,56,30,5,5,4,7,927,13
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,75-79 años,750,161,105,30,38,13,11,5,6,583,6
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,80-84 años,417,113,81,22,22,10,9,3,5,298,6
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,85 años y más,266,90,60,22,22,8,10,3,1,173,3
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Hombres,No especificado,2220,2,1,0,0,0,0,0,1,25,2193
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,Total,97749,3057,1612,1046,285,188,132,130,237,91480,3212
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,00-04 años,7652,37,21,2,1,8,2,0,5,7479,136
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,05-09 años,7939,113,30,38,8,23,10,13,24,7751,75
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,10-14 años,7571,136,32,53,7,19,9,23,25,7356,79
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,15-19 años,8659,124,30,50,7,17,2,12,22,8458,77
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,20-24 años,9238,160,36,77,14,16,5,11,22,8979,99
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,25-29 años,8318,115,40,52,6,12,7,11,17,8109,94
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,30-34 años,8137,115,33,48,13,8,1,4,17,7930,92
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,35-39 años,8484,160,48,76,13,15,2,7,15,8236,88
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,40-44 años,7331,184,96,57,16,3,6,6,13,7076,71
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,45-49 años,6016,192,102,63,6,12,5,6,21,5771,53
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,50-54 años,4952,213,122,71,16,5,7,3,13,4691,48
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,55-59 años,3359,217,126,74,16,4,4,2,8,3109,33
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,60-64 años,2557,241,138,85,18,11,6,2,5,2291,25
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,65-69 años,1821,242,156,83,18,5,14,2,4,1562,17
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,70-74 años,1489,262,191,66,26,3,4,5,8,1214,13
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,75-79 años,923,206,163,50,24,4,9,6,3,712,5
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,80-84 años,591,160,113,50,33,12,14,6,5,427,4
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,85 años y más,474,179,134,50,42,11,25,11,10,294,1
09 Distrito Federal,09,004 Cuajimalpa de Morelos,004,Mujeres,No especificado,2238,1,1,1,1,0,0,0,0,35,2202
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,Total,531831,25390,14619,7073,2953,1585,1324,954,2213,483696,22745
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,00-04 años,32373,229,84,21,24,70,24,17,58,31500,644
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,05-09 años,33201,598,150,120,41,175,35,86,136,32221,382
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,10-14 años,33097,670,147,198,49,123,37,94,184,32128,299
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,15-19 años,38084,718,175,208,73,103,39,76,190,36990,376
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,20-24 años,43337,787,213,283,63,91,32,60,197,42040,510
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,25-29 años,46424,836,253,307,70,84,33,51,168,44960,628
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,30-34 años,45367,931,310,351,49,57,30,55,174,43828,608
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,35-39 años,43476,995,433,324,60,61,26,43,154,41921,560
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,40-44 años,37466,1122,485,386,83,72,43,35,137,35859,485
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,45-49 años,33746,1392,686,451,126,75,51,35,147,32013,341
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,50-54 años,33187,1911,1027,652,148,81,59,30,135,30937,339
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,55-59 años,25557,2022,1214,637,175,75,71,30,92,23279,256
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,60-64 años,21166,2274,1476,644,204,89,89,34,77,18708,184
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,65-69 años,14912,2035,1423,503,193,61,95,36,55,12753,124
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,70-74 años,12521,2379,1663,575,296,68,96,53,73,10025,117
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,75-79 años,8966,2157,1608,459,336,84,113,53,67,6736,73
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,80-84 años,6498,1982,1501,411,368,75,137,53,57,4446,70
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,85 años y más,5500,2346,1767,542,594,141,314,113,112,3116,38
09 Distrito Federal,09,015 Cuauhtémoc,015,Total,No especificado,16953,6,4,1,1,0,0,0,0,236,16711
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,Total,251725,10446,5218,3039,1294,823,483,472,1137,229940,11339
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,00-04 años,16585,136,43,17,14,50,18,11,32,16109,340
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,05-09 años,16778,341,73,59,15,114,16,61,79,16238,199
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,10-14 años,16747,380,91,98,29,75,21,60,101,16226,141
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,15-19 años,19316,422,97,107,47,66,26,50,122,18690,204
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,20-24 años,21437,405,114,127,37,45,14,31,108,20748,284
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,25-29 años,22544,446,141,148,33,48,19,29,101,21803,295
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,30-34 años,21946,505,173,176,29,35,13,38,98,21139,302
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,35-39 años,20993,506,199,168,31,36,13,22,91,20191,296
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,40-44 años,17511,554,231,192,42,38,20,15,69,16705,252
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,45-49 años,15315,631,291,214,53,43,21,20,82,14519,165
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,50-54 años,14961,801,390,295,65,39,20,19,62,13991,169
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,55-59 años,11431,807,439,276,76,35,23,15,47,10509,115
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,60-64 años,9237,900,530,271,103,40,40,10,36,8260,77
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,65-69 años,6203,743,469,222,87,31,30,14,20,5417,43
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,70-74 años,4932,860,554,218,131,31,38,18,30,4025,47
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,75-79 años,3344,714,480,155,142,36,36,20,21,2609,21
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,80-84 años,2279,610,433,133,144,24,37,12,15,1646,23
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,85 años y más,1690,680,467,162,215,37,78,27,23,997,13
09 Distrito Federal,09,015 Cuauhtémoc,015,Hombres,No especificado,8476,5,3,1,1,0,0,0,0,118,8353
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,Total,280106,14944,9401,4034,1659,762,841,482,1076,253756,11406
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,00-04 años,15788,93,41,4,10,20,6,6,26,15391,304
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,05-09 años,16423,257,77,61,26,61,19,25,57,15983,183
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,10-14 años,16350,290,56,100,20,48,16,34,83,15902,158
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,15-19 años,18768,296,78,101,26,37,13,26,68,18300,172
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,20-24 años,21900,382,99,156,26,46,18,29,89,21292,226
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,25-29 años,23880,390,112,159,37,36,14,22,67,23157,333
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,30-34 años,23421,426,137,175,20,22,17,17,76,22689,306
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,35-39 años,22483,489,234,156,29,25,13,21,63,21730,264
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,40-44 años,19955,568,254,194,41,34,23,20,68,19154,233
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,45-49 años,18431,761,395,237,73,32,30,15,65,17494,176
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,50-54 años,18226,1110,637,357,83,42,39,11,73,16946,170
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,55-59 años,14126,1215,775,361,99,40,48,15,45,12770,141
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,60-64 años,11929,1374,946,373,101,49,49,24,41,10448,107
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,65-69 años,8709,1292,954,281,106,30,65,22,35,7336,81
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,70-74 años,7589,1519,1109,357,165,37,58,35,43,6000,70
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,75-79 años,5622,1443,1128,304,194,48,77,33,46,4127,52
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,80-84 años,4219,1372,1068,278,224,51,100,41,42,2800,47
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,85 años y más,3810,1666,1300,380,379,104,236,86,89,2119,25
09 Distrito Federal,09,015 Cuauhtémoc,015,Mujeres,No especificado,8477,1,1,0,0,0,0,0,0,118,8358
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,Total,1185772,54253,29561,15285,6705,3674,2815,2309,5956,1110088,21431
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,00-04 años,81464,672,273,61,38,186,63,52,178,79642,1150
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,05-09 años,87793,1694,407,318,117,450,110,302,405,85515,584
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,10-14 años,88203,1790,392,577,115,275,111,285,468,85893,520
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,15-19 años,97313,1826,396,585,169,233,79,217,512,94951,536
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,20-24 años,101219,1704,436,590,123,195,76,138,470,99019,496
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,25-29 años,96199,1661,482,534,146,179,64,114,427,94055,483
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,30-34 años,90361,1884,645,559,126,201,78,103,480,88080,397
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,35-39 años,95550,2394,926,689,167,192,91,92,545,92718,438
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,40-44 años,86293,2669,1143,751,223,192,96,108,510,83217,407
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,45-49 años,76639,3215,1541,1046,260,160,120,93,396,73122,302
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,50-54 años,68763,3768,1920,1234,346,172,128,77,355,64682,313
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,55-59 años,52554,3990,2289,1259,391,143,144,75,244,48324,240
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,60-64 años,43665,4534,2896,1275,500,163,143,56,179,38898,233
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,65-69 años,33569,4517,2971,1299,558,162,170,70,131,28881,171
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,70-74 años,27776,4976,3376,1364,715,177,218,79,147,22630,170
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,75-79 años,19486,4595,3293,1122,777,178,220,89,148,14762,129
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,80-84 años,13207,3945,2899,923,817,162,303,151,165,9149,113
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,85 años y más,10769,4402,3264,1092,1114,252,599,208,196,6271,96
09 Distrito Federal,09,005 Gustavo A. Madero,005,Total,No especificado,14949,17,12,7,3,2,2,0,0,279,14653
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,Total,571233,25123,12069,7138,3389,1996,1171,1153,3359,535644,10466
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,00-04 años,41267,400,153,30,19,126,38,37,111,40277,590
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,05-09 años,44524,983,224,154,69,293,58,185,231,43257,284
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,10-14 años,44717,1017,208,294,67,170,63,178,279,43456,244
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,15-19 años,49030,985,203,276,95,126,37,125,298,47762,283
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,20-24 años,51249,969,246,318,60,110,42,75,290,50019,261
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,25-29 años,48109,946,275,302,75,104,33,55,265,46948,215
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,30-34 años,44358,1045,353,287,81,98,41,56,283,43130,183
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,35-39 años,45746,1333,506,381,93,105,57,53,311,44207,206
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,40-44 años,40578,1402,577,395,113,115,53,57,290,39003,173
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,45-49 años,35682,1621,767,508,124,84,57,43,217,33933,128
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,50-54 años,31512,1799,839,621,175,85,59,40,195,29597,116
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,55-59 años,24024,1849,991,590,202,82,60,30,149,22089,86
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,60-64 años,19328,2042,1167,626,294,89,80,24,98,17186,100
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,65-69 años,14702,1980,1194,577,308,83,84,36,77,12655,67
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,70-74 años,11759,2013,1229,594,387,93,86,31,72,9672,74
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,75-79 años,8201,1833,1180,486,402,85,74,28,65,6305,63
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,80-84 años,5092,1449,955,350,389,73,92,47,68,3604,39
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,85 años y más,3892,1448,996,345,434,75,157,53,60,2416,28
09 Distrito Federal,09,005 Gustavo A. Madero,005,Hombres,No especificado,7463,9,6,4,2,0,0,0,0,128,7326
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,Total,614539,29130,17492,8147,3316,1678,1644,1156,2597,574444,10965
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,00-04 años,40197,272,120,31,19,60,25,15,67,39365,560
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,05-09 años,43269,711,183,164,48,157,52,117,174,42258,300
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,10-14 años,43486,773,184,283,48,105,48,107,189,42437,276
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,15-19 años,48283,841,193,309,74,107,42,92,214,47189,253
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,20-24 años,49970,735,190,272,63,85,34,63,180,49000,235
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,25-29 años,48090,715,207,232,71,75,31,59,162,47107,268
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,30-34 años,46003,839,292,272,45,103,37,47,197,44950,214
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,35-39 años,49804,1061,420,308,74,87,34,39,234,48511,232
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,40-44 años,45715,1267,566,356,110,77,43,51,220,44214,234
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,45-49 años,40957,1594,774,538,136,76,63,50,179,39189,174
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,50-54 años,37251,1969,1081,613,171,87,69,37,160,35085,197
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,55-59 años,28530,2141,1298,669,189,61,84,45,95,26235,154
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,60-64 años,24337,2492,1729,649,206,74,63,32,81,21712,133
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,65-69 años,18867,2537,1777,722,250,79,86,34,54,16226,104
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,70-74 años,16017,2963,2147,770,328,84,132,48,75,12958,96
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,75-79 años,11285,2762,2113,636,375,93,146,61,83,8457,66
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,80-84 años,8115,2496,1944,573,428,89,211,104,97,5545,74
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,85 años y más,6877,2954,2268,747,680,177,442,155,136,3855,68
09 Distrito Federal,09,005 Gustavo A. Madero,005,Mujeres,No especificado,7486,8,6,3,1,2,2,0,0,151,7327
09 Distrito Federal,09,006 Iztacalco,006,Total,Total,384326,20592,10670,7337,2389,1268,989,755,1863,351503,12231
09 Distrito Federal,09,006 Iztacalco,006,Total,00-04 años,24420,226,95,16,17,88,51,18,49,23815,379
09 Distrito Federal,09,006 Iztacalco,006,Total,05-09 años,27047,549,117,173,36,126,30,68,110,26215,283
09 Distrito Federal,09,006 Iztacalco,006,Total,10-14 años,27890,662,125,259,47,98,34,94,147,26947,281
09 Distrito Federal,09,006 Iztacalco,006,Total,15-19 años,31044,686,137,277,47,92,27,74,184,30058,300
09 Distrito Federal,09,006 Iztacalco,006,Total,20-24 años,31219,687,141,350,27,51,18,52,137,30247,285
09 Distrito Federal,09,006 Iztacalco,006,Total,25-29 años,29451,629,170,286,30,53,22,36,131,28564,258
09 Distrito Federal,09,006 Iztacalco,006,Total,30-34 años,28700,746,219,313,35,53,26,41,152,27692,262
09 Distrito Federal,09,006 Iztacalco,006,Total,35-39 años,31349,886,306,348,50,66,35,32,154,30148,315
09 Distrito Federal,09,006 Iztacalco,006,Total,40-44 años,28093,1014,385,377,79,74,33,34,161,26788,291
09 Distrito Federal,09,006 Iztacalco,006,Total,45-49 años,25287,1240,503,513,96,60,38,28,146,23806,241
09 Distrito Federal,09,006 Iztacalco,006,Total,50-54 años,23198,1550,681,678,125,47,41,12,131,21418,230
09 Distrito Federal,09,006 Iztacalco,006,Total,55-59 años,17854,1552,831,613,127,57,42,20,69,16114,188
09 Distrito Federal,09,006 Iztacalco,006,Total,60-64 años,14419,1729,1045,642,163,70,55,20,39,12522,168
09 Distrito Federal,09,006 Iztacalco,006,Total,65-69 años,10989,1729,1088,612,212,52,66,25,44,9150,110
09 Distrito Federal,09,006 Iztacalco,006,Total,70-74 años,9380,1840,1267,593,256,58,76,46,37,7431,109
09 Distrito Federal,09,006 Iztacalco,006,Total,75-79 años,6984,1740,1238,488,300,60,91,42,51,5176,68
09 Distrito Federal,09,006 Iztacalco,006,Total,80-84 años,4802,1575,1152,380,299,73,113,41,55,3189,38
09 Distrito Federal,09,006 Iztacalco,006,Total,85 años y más,3658,1548,1169,418,442,89,191,72,66,2080,30
09 Distrito Federal,09,006 Iztacalco,006,Total,No especificado,8542,4,1,1,1,1,0,0,0,143,8395
09 Distrito Federal,09,006 Iztacalco,006,Hombres,Total,182534,9258,4281,3278,1172,713,426,381,1003,166888,6388
09 Distrito Federal,09,006 Iztacalco,006,Hombres,00-04 años,12277,128,52,10,9,54,29,10,29,11972,177
09 Distrito Federal,09,006 Iztacalco,006,Hombres,05-09 años,13877,327,77,88,20,92,23,39,68,13395,155
09 Distrito Federal,09,006 Iztacalco,006,Hombres,10-14 años,13899,377,74,128,28,57,19,60,91,13369,153
09 Distrito Federal,09,006 Iztacalco,006,Hombres,15-19 años,15632,371,79,128,26,56,18,42,102,15115,146
09 Distrito Federal,09,006 Iztacalco,006,Hombres,20-24 años,15515,367,79,175,17,27,8,31,70,14987,161
09 Distrito Federal,09,006 Iztacalco,006,Hombres,25-29 años,14257,321,89,137,17,28,13,22,67,13782,154
09 Distrito Federal,09,006 Iztacalco,006,Hombres,30-34 años,13546,397,122,161,16,21,10,24,84,13007,142
09 Distrito Federal,09,006 Iztacalco,006,Hombres,35-39 años,14803,495,187,177,28,39,21,23,87,14114,194
09 Distrito Federal,09,006 Iztacalco,006,Hombres,40-44 años,13067,496,176,187,39,42,15,15,83,12406,165
