entidad_federativa,CVE_MUN,municipio,sexo,grupos_edad,poblacion,lengua_indigena,nolengua_indigena
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,05-09 años,9862,123,9694
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,10-14 años,10895,240,10609
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,15-19 años,11531,323,11171
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,20-24 años,8102,235,7829
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,25-29 años,6577,335,6222
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,30-34 años,6497,427,6053
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,35-39 años,7160,542,6593
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,40-44 años,6912,689,6201
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,45-49 años,5941,756,5177
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,50-54 años,5199,857,4330
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,55-59 años,4233,802,3425
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,60-64 años,3605,717,2883
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Total,65 años y más,8628,2102,6508
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,03-04 años,1916,17,1860
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,05-09 años,4993,58,4909
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,10-14 años,5496,123,5342
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,15-19 años,5821,152,5652
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,20-24 años,4081,95,3967
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,25-29 años,3095,146,2937
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,30-34 años,3078,223,2846
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,35-39 años,3386,252,3121
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,40-44 años,3296,344,2940
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,45-49 años,2914,345,2565
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,50-54 años,2541,437,2095
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,55-59 años,2085,374,1708
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,60-64 años,1795,371,1421
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Hombres,65 años y más,4321,1118,3196
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,03-04 años,1838,13,1796
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,05-09 años,4869,65,4785
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,10-14 años,5399,117,5267
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,15-19 años,5710,171,5519
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,20-24 años,4021,140,3862
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,25-29 años,3482,189,3285
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,30-34 años,3419,204,3207
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,35-39 años,3774,290,3472
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,40-44 años,3616,345,3261
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,45-49 años,3027,411,2612
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,50-54 años,2658,420,2235
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,55-59 años,2148,428,1717
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,60-64 años,1810,346,1462
30 Veracruz de Ignacio de la Llave,160,160 Álamo Temapache,Mujeres,65 años y más,4307,984,3312
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Total,03-04 años,477,0,474
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Total,05-09 años,1306,0,1304
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Total,10-14 años,1309,1,1308
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Total,15-19 años,1154,1,1153
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Total,20-24 años,741,2,739
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Total,25-29 años,645,2,642
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Total,30-34 años,584,5,579
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Total,35-39 años,508,2,506
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Total,40-44 años,451,3,448
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Total,45-49 años,388,0,388
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Total,50-54 años,301,0,301
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Total,55-59 años,276,0,274
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Total,60-64 años,270,1,269
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Total,65 años y más,627,0,627
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Hombres,03-04 años,229,0,228
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Hombres,05-09 años,661,0,661
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Hombres,10-14 años,636,0,636
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Hombres,15-19 años,580,0,580
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Hombres,20-24 años,357,0,357
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Hombres,25-29 años,312,0,311
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Hombres,30-34 años,271,1,270
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Hombres,35-39 años,259,0,259
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Hombres,40-44 años,201,2,199
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Hombres,45-49 años,191,0,191
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Hombres,50-54 años,158,0,158
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Hombres,55-59 años,143,0,141
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Hombres,60-64 años,121,0,121
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Hombres,65 años y más,322,0,322
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Mujeres,03-04 años,248,0,246
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Mujeres,05-09 años,645,0,643
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Mujeres,10-14 años,673,1,672
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Mujeres,15-19 años,574,1,573
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Mujeres,20-24 años,384,2,382
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Mujeres,25-29 años,333,2,331
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Mujeres,30-34 años,313,4,309
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Mujeres,35-39 años,249,2,247
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Mujeres,40-44 años,250,1,249
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Mujeres,45-49 años,197,0,197
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Mujeres,50-54 años,143,0,143
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Mujeres,55-59 años,133,0,133
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Mujeres,60-64 años,149,1,148
30 Veracruz de Ignacio de la Llave,008,008 Alpatláhuac,Mujeres,65 años y más,305,0,305
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Total,03-04 años,912,1,905
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Total,05-09 años,2352,2,2341
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Total,10-14 años,2615,0,2609
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Total,15-19 años,2510,4,2501
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Total,20-24 años,2058,5,2052
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Total,25-29 años,1818,1,1815
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Total,30-34 años,1943,1,1937
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Total,35-39 años,2146,5,2135
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Total,40-44 años,1819,3,1811
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Total,45-49 años,1725,2,1720
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Total,50-54 años,1557,2,1551
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Total,55-59 años,1284,1,1281
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Total,60-64 años,1048,1,1047
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Total,65 años y más,2920,5,2914
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Hombres,03-04 años,467,1,463
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Hombres,05-09 años,1208,2,1201
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Hombres,10-14 años,1338,0,1335
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Hombres,15-19 años,1280,4,1275
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Hombres,20-24 años,1010,4,1006
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Hombres,25-29 años,852,0,852
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Hombres,30-34 años,956,0,954
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Hombres,35-39 años,1022,1,1017
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Hombres,40-44 años,937,2,932
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Hombres,45-49 años,849,2,846
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Hombres,50-54 años,800,1,799
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Hombres,55-59 años,676,1,675
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Hombres,60-64 años,523,1,522
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Hombres,65 años y más,1516,3,1513
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Mujeres,03-04 años,445,0,442
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Mujeres,05-09 años,1144,0,1140
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Mujeres,10-14 años,1277,0,1274
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Mujeres,15-19 años,1230,0,1226
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Mujeres,20-24 años,1048,1,1046
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Mujeres,25-29 años,966,1,963
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Mujeres,30-34 años,987,1,983
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Mujeres,35-39 años,1124,4,1118
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Mujeres,40-44 años,882,1,879
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Mujeres,45-49 años,876,0,874
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Mujeres,50-54 años,757,1,752
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Mujeres,55-59 años,608,0,606
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Mujeres,60-64 años,525,0,525
30 Veracruz de Ignacio de la Llave,009,009 Alto Lucero de Gutiérrez Barrios,Mujeres,65 años y más,1404,2,1401
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Total,03-04 años,2976,3,2863
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Total,05-09 años,7725,14,7683
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Total,10-14 años,7428,9,7400
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Total,15-19 años,6731,12,6697
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Total,20-24 años,4933,17,4908
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Total,25-29 años,4372,32,4330
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Total,30-34 años,4270,33,4231
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Total,35-39 años,3484,43,3434
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Total,40-44 años,3014,53,2956
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Total,45-49 años,2404,73,2330
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Total,50-54 años,2086,78,2005
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Total,55-59 años,1733,103,1628
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Total,60-64 años,1405,81,1323
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Total,65 años y más,3517,319,3188
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Hombres,03-04 años,1527,3,1458
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Hombres,05-09 años,3778,5,3761
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Hombres,10-14 años,3767,2,3753
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Hombres,15-19 años,3395,4,3380
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Hombres,20-24 años,2288,8,2276
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Hombres,25-29 años,2011,13,1994
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Hombres,30-34 años,1962,12,1945
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Hombres,35-39 años,1601,28,1569
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Hombres,40-44 años,1425,32,1391
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Hombres,45-49 años,1129,39,1089
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Hombres,50-54 años,988,36,951
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Hombres,55-59 años,801,52,748
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Hombres,60-64 años,650,41,609
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Hombres,65 años y más,1566,134,1428
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Mujeres,03-04 años,1449,0,1405
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Mujeres,05-09 años,3947,9,3922
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Mujeres,10-14 años,3661,7,3647
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Mujeres,15-19 años,3336,8,3317
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Mujeres,20-24 años,2645,9,2632
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Mujeres,25-29 años,2361,19,2336
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Mujeres,30-34 años,2308,21,2286
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Mujeres,35-39 años,1883,15,1865
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Mujeres,40-44 años,1589,21,1565
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Mujeres,45-49 años,1275,34,1241
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Mujeres,50-54 años,1098,42,1054
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Mujeres,55-59 años,932,51,880
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Mujeres,60-64 años,755,40,714
30 Veracruz de Ignacio de la Llave,010,010 Altotonga,Mujeres,65 años y más,1951,185,1760
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Total,03-04 años,1592,0,1558
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Total,05-09 años,4412,7,4375
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Total,10-14 años,4409,4,4392
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Total,15-19 años,4905,16,4870
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Total,20-24 años,4079,9,4055
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Total,25-29 años,3442,12,3420
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Total,30-34 años,3514,19,3477
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Total,35-39 años,3765,22,3731
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Total,40-44 años,3841,24,3812
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Total,45-49 años,3138,23,3107
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Total,50-54 años,2827,19,2805
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Total,55-59 años,2366,16,2346
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Total,60-64 años,2065,11,2047
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Total,65 años y más,4616,32,4571
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Hombres,03-04 años,792,0,776
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Hombres,05-09 años,2271,5,2252
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Hombres,10-14 años,2295,2,2285
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Hombres,15-19 años,2634,10,2614
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Hombres,20-24 años,1972,6,1958
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Hombres,25-29 años,1656,5,1646
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Hombres,30-34 años,1591,10,1569
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Hombres,35-39 años,1758,8,1744
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Hombres,40-44 años,1863,10,1851
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Hombres,45-49 años,1548,16,1530
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Hombres,50-54 años,1422,10,1409
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Hombres,55-59 años,1183,8,1173
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Hombres,60-64 años,991,7,980
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Hombres,65 años y más,2144,16,2122
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Mujeres,03-04 años,800,0,782
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Mujeres,05-09 años,2141,2,2123
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Mujeres,10-14 años,2114,2,2107
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Mujeres,15-19 años,2271,6,2256
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Mujeres,20-24 años,2107,3,2097
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Mujeres,25-29 años,1786,7,1774
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Mujeres,30-34 años,1923,9,1908
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Mujeres,35-39 años,2007,14,1987
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Mujeres,40-44 años,1978,14,1961
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Mujeres,45-49 años,1590,7,1577
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Mujeres,50-54 años,1405,9,1396
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Mujeres,55-59 años,1183,8,1173
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Mujeres,60-64 años,1074,4,1067
30 Veracruz de Ignacio de la Llave,011,011 Alvarado,Mujeres,65 años y más,2472,16,2449
30 Veracruz de Ignacio de la Llave,012,012 Amatitlán,Total,03-04 años,242,0,241
30 Veracruz de Ignacio de la Llave,012,012 Amatitlán,Total,05-09 años,651,0,651
30 Veracruz de Ignacio de la Llave,012,012 Amatitlán,Total,10-14 años,594,0,592
30 Veracruz de Ignacio de la Llave,012,012 Amatitlán,Total,15-19 años,609,0,604
30 Veracruz de Ignacio de la Llave,012,012 Amatitlán,Total,20-24 años,555,0,554
30 Veracruz de Ignacio de la Llave,012,012 Amatitlán,Total,25-29 años,499,3,494
30 Veracruz de Ignacio de la Llave,012,012 Amatitlán,Total,30-34 años,551,0,550
30 Veracruz de Ignacio de la Llave,012,012 Amatitlán,Total,35-39 años,537,1,534
30 Veracruz de Ignacio de la Llave,012,012 Amatitlán,Total,40-44 años,526,2,521
30 Veracruz de Ignacio de la Llave,012,012 Amatitlán,Total,45-49 años,505,0,503
30 Veracruz de Ignacio de la Llave,012,012 Amatitlán,Total,50-54 años,434,1,429
